id,from,to
3968,sporting_dog.n.01,setter.n.02
3969,setter.n.02,irish_setter.n.01
3970,mammal.n.01,placental.n.01
3971,placental.n.01,ungulate.n.01
3972,ungulate.n.01,even-toed_ungulate.n.01
3973,even-toed_ungulate.n.01,ruminant.n.01
3974,ruminant.n.01,bovid.n.01
3975,bovid.n.01,antelope.n.01
3976,antelope.n.01,kudu.n.01
3977,kudu.n.01,greater_kudu.n.01
3978,mammal.n.01,placental.n.01
3979,placental.n.01,rodent.n.01
3980,rodent.n.01,paca.n.01
3981,mammal.n.01,placental.n.01
3982,placental.n.01,primate.n.02
3983,primate.n.02,hominid.n.01
3984,hominid.n.01,australopithecine.n.01
3985,australopithecine.n.01,australopithecus_afarensis.n.01
3986,australopithecus_afarensis.n.01,lucy.n.01
3987,mammal.n.01,placental.n.01
3988,placental.n.01,carnivore.n.01
3989,carnivore.n.01,canine.n.02
3990,canine.n.02,dog.n.01
3991,dog.n.01,working_dog.n.01
3992,mammal.n.01,placental.n.01
3993,placental.n.01,carnivore.n.01
3994,carnivore.n.01,canine.n.02
3995,canine.n.02,dog.n.01
3996,dog.n.01,working_dog.n.01
3997,working_dog.n.01,sled_dog.n.01
3998,mammal.n.01,placental.n.01
3999,placental.n.01,carnivore.n.01
4000,carnivore.n.01,feline.n.01
4001,feline.n.01,cat.n.01
4002,cat.n.01,wildcat.n.03
4003,wildcat.n.03,lynx.n.02
4004,lynx.n.02,common_lynx.n.01
4005,mammal.n.01,placental.n.01
4006,placental.n.01,carnivore.n.01
4007,carnivore.n.01,feline.n.01
4008,feline.n.01,big_cat.n.01
4009,big_cat.n.01,tiger.n.02
4010,tiger.n.02,tiger_cub.n.01
4011,mammal.n.01,placental.n.01
4012,placental.n.01,carnivore.n.01
4013,carnivore.n.01,musteline_mammal.n.01
4014,musteline_mammal.n.01,weasel.n.02
4015,weasel.n.02,muishond.n.01
4016,muishond.n.01,zoril.n.01
4017,mammal.n.01,placental.n.01
4018,placental.n.01,ungulate.n.01
4019,ungulate.n.01,even-toed_ungulate.n.01
4020,even-toed_ungulate.n.01,ruminant.n.01
4021,ruminant.n.01,chevrotain.n.01
4022,chevrotain.n.01,water_chevrotain.n.01
4023,mammal.n.01,placental.n.01
4024,placental.n.01,bat.n.01
4025,bat.n.01,fruit_bat.n.01
4026,fruit_bat.n.01,pteropus_hypomelanus.n.01
4027,mammal.n.01,placental.n.01
4028,placental.n.01,primate.n.02
4029,primate.n.02,hominid.n.01
4030,hominid.n.01,homo.n.02
4031,homo.n.02,rhodesian_man.n.01
4032,mammal.n.01,placental.n.01
4033,placental.n.01,aquatic_mammal.n.01
4034,aquatic_mammal.n.01,pinniped_mammal.n.01
4035,pinniped_mammal.n.01,seal.n.09
4036,mammal.n.01,placental.n.01
4037,placental.n.01,ungulate.n.01
4038,ungulate.n.01,even-toed_ungulate.n.01
4039,even-toed_ungulate.n.01,ruminant.n.01
4040,ruminant.n.01,bovid.n.01
4041,bovid.n.01,goat.n.01
4042,goat.n.01,domestic_goat.n.01
4043,domestic_goat.n.01,cashmere_goat.n.01
4044,mammal.n.01,placental.n.01
4045,placental.n.01,aquatic_mammal.n.01
4046,aquatic_mammal.n.01,pinniped_mammal.n.01
4047,pinniped_mammal.n.01,seal.n.09
4048,seal.n.09,eared_seal.n.01
4049,eared_seal.n.01,sea_lion.n.01
4050,sea_lion.n.01,south_american_sea_lion.n.01
4051,mammal.n.01,placental.n.01
4052,placental.n.01,rodent.n.01
4053,rodent.n.01,rat.n.01
4054,rat.n.01,black_rat.n.01
4055,mammal.n.01,placental.n.01
4056,placental.n.01,aquatic_mammal.n.01
4057,aquatic_mammal.n.01,sea_cow.n.01
4058,sea_cow.n.01,steller's_sea_cow.n.01
4059,mammal.n.01,placental.n.01
4060,placental.n.01,carnivore.n.01
4061,carnivore.n.01,musteline_mammal.n.01
4062,musteline_mammal.n.01,mink.n.03
4063,mink.n.03,american_mink.n.01
4064,mammal.n.01,metatherian.n.01
4065,metatherian.n.01,marsupial.n.01
4066,mammal.n.01,placental.n.01
4067,placental.n.01,carnivore.n.01
4068,carnivore.n.01,musteline_mammal.n.01
4069,musteline_mammal.n.01,wolverine.n.03
4070,mammal.n.01,placental.n.01
4071,placental.n.01,ungulate.n.01
4072,ungulate.n.01,even-toed_ungulate.n.01
4073,even-toed_ungulate.n.01,ruminant.n.01
4074,ruminant.n.01,bovid.n.01
4075,bovid.n.01,antelope.n.01
4076,antelope.n.01,eland.n.01
4077,eland.n.01,common_eland.n.01
4078,mammal.n.01,placental.n.01
4079,placental.n.01,ungulate.n.01
4080,ungulate.n.01,even-toed_ungulate.n.01
4081,even-toed_ungulate.n.01,ruminant.n.01
4082,ruminant.n.01,bovid.n.01
4083,bovid.n.01,antelope.n.01
4084,antelope.n.01,waterbuck.n.01
4085,mammal.n.01,placental.n.01
4086,placental.n.01,carnivore.n.01
4087,carnivore.n.01,canine.n.02
4088,canine.n.02,dog.n.01
4089,dog.n.01,working_dog.n.01
4090,working_dog.n.01,shepherd_dog.n.01
4091,shepherd_dog.n.01,old_english_sheepdog.n.01
4092,mammal.n.01,placental.n.01
4093,placental.n.01,carnivore.n.01
4094,carnivore.n.01,feline.n.01
4095,feline.n.01,big_cat.n.01
4096,big_cat.n.01,tiger.n.02
4097,mammal.n.01,placental.n.01
4098,placental.n.01,ungulate.n.01
4099,ungulate.n.01,even-toed_ungulate.n.01
4100,even-toed_ungulate.n.01,ruminant.n.01
4101,ruminant.n.01,bovid.n.01
4102,bovid.n.01,bovine.n.01
4103,bovine.n.01,cattle.n.01
4104,cattle.n.01,beef.n.01
4105,beef.n.01,santa_gertrudis.n.01
4106,mammal.n.01,placental.n.01
4107,placental.n.01,carnivore.n.01
4108,carnivore.n.01,bear.n.01
4109,bear.n.01,asiatic_black_bear.n.01
4110,mammal.n.01,placental.n.01
4111,placental.n.01,ungulate.n.01
4112,ungulate.n.01,even-toed_ungulate.n.01
4113,even-toed_ungulate.n.01,ruminant.n.01
4114,ruminant.n.01,bovid.n.01
4115,bovid.n.01,goat.n.01
4116,goat.n.01,domestic_goat.n.01
4117,domestic_goat.n.01,angora.n.02
4118,mammal.n.01,placental.n.01
4119,placental.n.01,carnivore.n.01
4120,carnivore.n.01,canine.n.02
4121,canine.n.02,dog.n.01
4122,dog.n.01,working_dog.n.01
4123,working_dog.n.01,sennenhunde.n.01
4124,mammal.n.01,placental.n.01
4125,placental.n.01,insectivore.n.01
4126,insectivore.n.01,shrew.n.02
4127,shrew.n.02,masked_shrew.n.01
4128,mammal.n.01,metatherian.n.01
4129,metatherian.n.01,marsupial.n.01
4130,marsupial.n.01,pouched_mole.n.01
4131,mammal.n.01,placental.n.01
4132,placental.n.01,carnivore.n.01
4133,carnivore.n.01,musteline_mammal.n.01
4134,musteline_mammal.n.01,weasel.n.02
4135,weasel.n.02,new_world_least_weasel.n.01
4136,mammal.n.01,placental.n.01
4137,placental.n.01,ungulate.n.01
4138,ungulate.n.01,odd-toed_ungulate.n.01
4139,odd-toed_ungulate.n.01,equine.n.01
4140,equine.n.01,horse.n.01
4141,horse.n.01,workhorse.n.02
4142,workhorse.n.02,draft_horse.n.01
4143,draft_horse.n.01,coach_horse.n.01
4144,mammal.n.01,placental.n.01
4145,placental.n.01,bat.n.01
4146,bat.n.01,carnivorous_bat.n.01
4147,carnivorous_bat.n.01,leafnose_bat.n.01
4148,leafnose_bat.n.01,horseshoe_bat.n.02
4149,mammal.n.01,placental.n.01
4150,placental.n.01,carnivore.n.01
4151,carnivore.n.01,canine.n.02
4152,canine.n.02,wolf.n.01
4153,mammal.n.01,placental.n.01
4154,placental.n.01,carnivore.n.01
4155,carnivore.n.01,canine.n.02
4156,canine.n.02,wild_dog.n.01
4157,wild_dog.n.01,raccoon_dog.n.01
4158,mammal.n.01,placental.n.01
4159,placental.n.01,rodent.n.01
4160,rodent.n.01,porcupine.n.01
4161,porcupine.n.01,old_world_porcupine.n.01
4162,old_world_porcupine.n.01,brush-tailed_porcupine.n.01
4163,mammal.n.01,placental.n.01
4164,placental.n.01,insectivore.n.01
4165,insectivore.n.01,shrew.n.02
4166,mammal.n.01,placental.n.01
4167,placental.n.01,ungulate.n.01
4168,ungulate.n.01,odd-toed_ungulate.n.01
4169,odd-toed_ungulate.n.01,tapir.n.01
4170,mammal.n.01,placental.n.01
4171,placental.n.01,ungulate.n.01
4172,ungulate.n.01,odd-toed_ungulate.n.01
4173,odd-toed_ungulate.n.01,equine.n.01
4174,equine.n.01,horse.n.01
4175,horse.n.01,workhorse.n.02
4176,workhorse.n.02,draft_horse.n.01
4177,draft_horse.n.01,clydesdale.n.01
4178,mammal.n.01,placental.n.01
4179,placental.n.01,rodent.n.01
4180,rodent.n.01,chinchilla.n.03
4181,mammal.n.01,placental.n.01
4182,placental.n.01,ungulate.n.01
4183,ungulate.n.01,odd-toed_ungulate.n.01
4184,odd-toed_ungulate.n.01,equine.n.01
4185,equine.n.01,horse.n.01
4186,horse.n.01,saddle_horse.n.01
4187,saddle_horse.n.01,remount.n.01
4188,mammal.n.01,placental.n.01
4189,placental.n.01,carnivore.n.01
4190,carnivore.n.01,musteline_mammal.n.01
4191,musteline_mammal.n.01,badger.n.02
4192,badger.n.02,hog_badger.n.01
4193,mammal.n.01,placental.n.01
4194,placental.n.01,carnivore.n.01
4195,carnivore.n.01,musteline_mammal.n.01
4196,musteline_mammal.n.01,skunk.n.04
4197,skunk.n.04,spotted_skunk.n.01
4198,mammal.n.01,placental.n.01
4199,placental.n.01,ungulate.n.01
4200,ungulate.n.01,even-toed_ungulate.n.01
4201,even-toed_ungulate.n.01,ruminant.n.01
4202,ruminant.n.01,deer.n.01
4203,deer.n.01,mule_deer.n.01
4204,mammal.n.01,placental.n.01
4205,placental.n.01,lagomorph.n.01
4206,lagomorph.n.01,pika.n.01
4207,pika.n.01,little_chief_hare.n.01
4208,mammal.n.01,placental.n.01
4209,placental.n.01,carnivore.n.01
4210,carnivore.n.01,canine.n.02
4211,canine.n.02,dog.n.01
4212,dog.n.01,working_dog.n.01
4213,working_dog.n.01,guide_dog.n.01
4214,guide_dog.n.01,seeing_eye_dog.n.01
4215,mammal.n.01,placental.n.01
4216,placental.n.01,ungulate.n.01
4217,ungulate.n.01,even-toed_ungulate.n.01
4218,even-toed_ungulate.n.01,ruminant.n.01
4219,ruminant.n.01,bovid.n.01
4220,bovid.n.01,sheep.n.01
4221,sheep.n.01,wether.n.01
4222,wether.n.01,bellwether.n.02
4223,mammal.n.01,prototherian.n.01
4224,prototherian.n.01,monotreme.n.01
4225,mammal.n.01,placental.n.01
4226,placental.n.01,carnivore.n.01
4227,carnivore.n.01,canine.n.02
4228,canine.n.02,dog.n.01
4229,dog.n.01,working_dog.n.01
4230,working_dog.n.01,watchdog.n.02
4231,watchdog.n.02,schipperke.n.01
4232,mammal.n.01,placental.n.01
4233,placental.n.01,carnivore.n.01
4234,carnivore.n.01,canine.n.02
4235,canine.n.02,dog.n.01
4236,dog.n.01,hunting_dog.n.01
4237,hunting_dog.n.01,sporting_dog.n.01
4238,sporting_dog.n.01,retriever.n.01
4239,retriever.n.01,flat-coated_retriever.n.01
4240,mammal.n.01,placental.n.01
4241,placental.n.01,ungulate.n.01
4242,ungulate.n.01,even-toed_ungulate.n.01
4243,even-toed_ungulate.n.01,ruminant.n.01
4244,ruminant.n.01,bovid.n.01
4245,bovid.n.01,antelope.n.01
4246,antelope.n.01,saiga.n.01
4247,mammal.n.01,placental.n.01
4248,placental.n.01,primate.n.02
4249,primate.n.02,monkey.n.01
4250,monkey.n.01,new_world_monkey.n.01
4251,mammal.n.01,placental.n.01
4252,placental.n.01,primate.n.02
4253,primate.n.02,monkey.n.01
4254,monkey.n.01,new_world_monkey.n.01
4255,new_world_monkey.n.01,marmoset.n.01
4256,marmoset.n.01,tamarin.n.01
4257,tamarin.n.01,pinche.n.01
4258,mammal.n.01,placental.n.01
4259,placental.n.01,ungulate.n.01
4260,ungulate.n.01,even-toed_ungulate.n.01
4261,even-toed_ungulate.n.01,ruminant.n.01
4262,ruminant.n.01,bovid.n.01
4263,bovid.n.01,bovine.n.01
4264,bovine.n.01,cattle.n.01
4265,cattle.n.01,dairy_cattle.n.01
4266,mammal.n.01,placental.n.01
4267,placental.n.01,ungulate.n.01
4268,ungulate.n.01,odd-toed_ungulate.n.01
4269,odd-toed_ungulate.n.01,equine.n.01
4270,equine.n.01,horse.n.01
4271,horse.n.01,post_horse.n.01
4272,mammal.n.01,placental.n.01
4273,placental.n.01,rodent.n.01
4274,rodent.n.01,mouse.n.01
4275,mouse.n.01,wood_mouse.n.01
4276,mammal.n.01,placental.n.01
4277,placental.n.01,primate.n.02
4278,primate.n.02,hominid.n.01
4279,hominid.n.01,homo.n.02
4280,mammal.n.01,placental.n.01
4281,placental.n.01,ungulate.n.01
4282,ungulate.n.01,even-toed_ungulate.n.01
4283,even-toed_ungulate.n.01,ruminant.n.01
4284,ruminant.n.01,bovid.n.01
4285,bovid.n.01,goat_antelope.n.01
4286,goat_antelope.n.01,goral.n.01
4287,mammal.n.01,placental.n.01
4288,placental.n.01,aquatic_mammal.n.01
4289,aquatic_mammal.n.01,cetacean.n.01
4290,cetacean.n.01,whale.n.02
4291,whale.n.02,toothed_whale.n.01
4292,toothed_whale.n.01,dolphin.n.02
4293,dolphin.n.02,bottlenose_dolphin.n.01
4294,bottlenose_dolphin.n.01,pacific_bottlenose_dolphin.n.01
4295,mammal.n.01,placental.n.01
4296,placental.n.01,ungulate.n.01
4297,ungulate.n.01,odd-toed_ungulate.n.01
4298,odd-toed_ungulate.n.01,equine.n.01
4299,equine.n.01,horse.n.01
4300,horse.n.01,racehorse.n.01
4301,racehorse.n.01,three-year-old_horse.n.01
4302,mammal.n.01,placental.n.01
4303,placental.n.01,carnivore.n.01
4304,carnivore.n.01,canine.n.02
4305,canine.n.02,dog.n.01
4306,dog.n.01,hunting_dog.n.01
4307,hunting_dog.n.01,terrier.n.01
4308,terrier.n.01,border_terrier.n.01
4309,mammal.n.01,placental.n.01
4310,placental.n.01,carnivore.n.01
4311,carnivore.n.01,musteline_mammal.n.01
4312,musteline_mammal.n.01,marten.n.01
4313,marten.n.01,american_marten.n.01
4314,mammal.n.01,placental.n.01
4315,placental.n.01,bat.n.01
4316,bat.n.01,carnivorous_bat.n.01
4317,carnivorous_bat.n.01,vespertilian_bat.n.01
4318,vespertilian_bat.n.01,pipistrelle.n.01
4319,mammal.n.01,metatherian.n.01
4320,metatherian.n.01,marsupial.n.01
4321,marsupial.n.01,dasyurid_marsupial.n.01
4322,dasyurid_marsupial.n.01,pouched_mouse.n.01
4323,mammal.n.01,placental.n.01
4324,placental.n.01,carnivore.n.01
4325,carnivore.n.01,canine.n.02
4326,canine.n.02,dog.n.01
4327,dog.n.01,hunting_dog.n.01
4328,hunting_dog.n.01,terrier.n.01
4329,terrier.n.01,schnauzer.n.01
4330,schnauzer.n.01,miniature_schnauzer.n.01
4331,mammal.n.01,placental.n.01
4332,placental.n.01,carnivore.n.01
4333,carnivore.n.01,canine.n.02
4334,canine.n.02,dog.n.01
4335,dog.n.01,hunting_dog.n.01
4336,hunting_dog.n.01,terrier.n.01
4337,terrier.n.01,rat_terrier.n.01
4338,rat_terrier.n.01,manchester_terrier.n.01
4339,manchester_terrier.n.01,toy_manchester.n.01
4340,mammal.n.01,placental.n.01
4341,placental.n.01,aquatic_mammal.n.01
4342,aquatic_mammal.n.01,pinniped_mammal.n.01
4343,pinniped_mammal.n.01,seal.n.09
4344,seal.n.09,eared_seal.n.01
4345,mammal.n.01,placental.n.01
4346,placental.n.01,carnivore.n.01
4347,carnivore.n.01,feline.n.01
4348,feline.n.01,big_cat.n.01
4349,big_cat.n.01,jaguar.n.01
4350,mammal.n.01,placental.n.01
4351,placental.n.01,aquatic_mammal.n.01
4352,aquatic_mammal.n.01,pinniped_mammal.n.01
4353,mammal.n.01,placental.n.01
4354,placental.n.01,ungulate.n.01
4355,ungulate.n.01,even-toed_ungulate.n.01
4356,even-toed_ungulate.n.01,ruminant.n.01
4357,ruminant.n.01,bovid.n.01
4358,bovid.n.01,antelope.n.01
4359,antelope.n.01,steenbok.n.01
4360,mammal.n.01,placental.n.01
4361,placental.n.01,insectivore.n.01
4362,insectivore.n.01,mole.n.06
4363,mole.n.06,brewer's_mole.n.01
4364,mammal.n.01,prototherian.n.01
4365,prototherian.n.01,monotreme.n.01
4366,monotreme.n.01,echidna.n.02
4367,mammal.n.01,placental.n.01
4368,placental.n.01,lagomorph.n.01
4369,lagomorph.n.01,leporid.n.01
4370,leporid.n.01,hare.n.01
4371,hare.n.01,leveret.n.01
4372,mammal.n.01,placental.n.01
4373,placental.n.01,ungulate.n.01
4374,ungulate.n.01,odd-toed_ungulate.n.01
4375,odd-toed_ungulate.n.01,equine.n.01
4376,equine.n.01,zebra.n.01
4377,zebra.n.01,common_zebra.n.01
4378,mammal.n.01,placental.n.01
4379,placental.n.01,primate.n.02
4380,primate.n.02,monkey.n.01
4381,monkey.n.01,new_world_monkey.n.01
4382,new_world_monkey.n.01,uakari.n.01
4383,mammal.n.01,placental.n.01
4384,placental.n.01,rodent.n.01
4385,rodent.n.01,dormouse.n.01
4386,dormouse.n.01,lerot.n.01
4387,mammal.n.01,placental.n.01
4388,placental.n.01,aquatic_mammal.n.01
4389,aquatic_mammal.n.01,cetacean.n.01
4390,cetacean.n.01,whale.n.02
4391,whale.n.02,narwhal.n.01
4392,mammal.n.01,placental.n.01
4393,placental.n.01,carnivore.n.01
4394,carnivore.n.01,canine.n.02
4395,canine.n.02,dog.n.01
4396,dog.n.01,hunting_dog.n.01
4397,hunting_dog.n.01,hound.n.01
4398,hound.n.01,bluetick.n.01
4399,mammal.n.01,placental.n.01
4400,placental.n.01,ungulate.n.01
4401,ungulate.n.01,odd-toed_ungulate.n.01
4402,odd-toed_ungulate.n.01,equine.n.01
4403,equine.n.01,ass.n.03
4404,ass.n.03,domestic_ass.n.01
4405,mammal.n.01,placental.n.01
4406,placental.n.01,carnivore.n.01
4407,carnivore.n.01,canine.n.02
4408,canine.n.02,dog.n.01
4409,dog.n.01,working_dog.n.01
4410,working_dog.n.01,sled_dog.n.01
4411,sled_dog.n.01,siberian_husky.n.01
4412,mammal.n.01,placental.n.01
4413,placental.n.01,primate.n.02
4414,primate.n.02,hominid.n.01
4415,hominid.n.01,australopithecine.n.01
4416,australopithecine.n.01,australopithecus_afarensis.n.01
4417,mammal.n.01,placental.n.01
4418,placental.n.01,carnivore.n.01
4419,carnivore.n.01,viverrine.n.01
4420,viverrine.n.01,civet.n.01
4421,civet.n.01,cryptoprocta.n.01
4422,mammal.n.01,placental.n.01
4423,placental.n.01,bat.n.01
4424,bat.n.01,fruit_bat.n.01
4425,fruit_bat.n.01,harpy.n.03
4426,mammal.n.01,placental.n.01
4427,placental.n.01,ungulate.n.01
4428,ungulate.n.01,odd-toed_ungulate.n.01
4429,odd-toed_ungulate.n.01,equine.n.01
4430,equine.n.01,horse.n.01
4431,horse.n.01,pony.n.01
4432,pony.n.01,mustang.n.01
4433,mustang.n.01,bronco.n.01
4434,bronco.n.01,bucking_bronco.n.01
4435,mammal.n.01,placental.n.01
4436,placental.n.01,carnivore.n.01
4437,carnivore.n.01,canine.n.02
4438,canine.n.02,dog.n.01
4439,dog.n.01,working_dog.n.01
4440,working_dog.n.01,sennenhunde.n.01
4441,sennenhunde.n.01,greater_swiss_mountain_dog.n.01
4442,mammal.n.01,placental.n.01
4443,placental.n.01,carnivore.n.01
4444,carnivore.n.01,canine.n.02
4445,canine.n.02,dog.n.01
4446,dog.n.01,lapdog.n.01
4447,mammal.n.01,metatherian.n.01
4448,metatherian.n.01,marsupial.n.01
4449,marsupial.n.01,dasyurid_marsupial.n.01
4450,dasyurid_marsupial.n.01,thylacine.n.01
4451,mammal.n.01,placental.n.01
4452,placental.n.01,ungulate.n.01
4453,ungulate.n.01,odd-toed_ungulate.n.01
4454,odd-toed_ungulate.n.01,equine.n.01
4455,equine.n.01,horse.n.01
4456,horse.n.01,wild_horse.n.01
4457,wild_horse.n.01,tarpan.n.01
4458,mammal.n.01,placental.n.01
4459,placental.n.01,primate.n.02
4460,primate.n.02,monkey.n.01
4461,monkey.n.01,new_world_monkey.n.01
4462,new_world_monkey.n.01,marmoset.n.01
4463,marmoset.n.01,true_marmoset.n.01
4464,mammal.n.01,placental.n.01
4465,placental.n.01,ungulate.n.01
4466,ungulate.n.01,odd-toed_ungulate.n.01
4467,odd-toed_ungulate.n.01,equine.n.01
4468,equine.n.01,horse.n.01
4469,horse.n.01,sorrel.n.05
4470,mammal.n.01,placental.n.01
4471,placental.n.01,carnivore.n.01
4472,carnivore.n.01,canine.n.02
4473,canine.n.02,dog.n.01
4474,dog.n.01,hunting_dog.n.01
4475,hunting_dog.n.01,sporting_dog.n.01
4476,sporting_dog.n.01,pointer.n.04
4477,pointer.n.04,german_short-haired_pointer.n.01
4478,mammal.n.01,placental.n.01
4479,placental.n.01,aquatic_mammal.n.01
4480,aquatic_mammal.n.01,pinniped_mammal.n.01
4481,pinniped_mammal.n.01,seal.n.09
4482,seal.n.09,earless_seal.n.01
4483,earless_seal.n.01,elephant_seal.n.01
4484,mammal.n.01,placental.n.01
4485,placental.n.01,aquatic_mammal.n.01
4486,aquatic_mammal.n.01,cetacean.n.01
4487,cetacean.n.01,whale.n.02
4488,whale.n.02,toothed_whale.n.01
4489,toothed_whale.n.01,dolphin.n.02
4490,dolphin.n.02,bottlenose_dolphin.n.01
4491,bottlenose_dolphin.n.01,atlantic_bottlenose_dolphin.n.01
4492,mammal.n.01,placental.n.01
4493,placental.n.01,carnivore.n.01
4494,carnivore.n.01,musteline_mammal.n.01
4495,musteline_mammal.n.01,glutton.n.02
4496,mammal.n.01,placental.n.01
4497,placental.n.01,carnivore.n.01
4498,carnivore.n.01,canine.n.02
4499,canine.n.02,dog.n.01
4500,dog.n.01,hunting_dog.n.01
4501,hunting_dog.n.01,terrier.n.01
4502,terrier.n.01,bullterrier.n.01
4503,bullterrier.n.01,american_staffordshire_terrier.n.01
4504,mammal.n.01,placental.n.01
4505,placental.n.01,ungulate.n.01
4506,ungulate.n.01,odd-toed_ungulate.n.01
4507,odd-toed_ungulate.n.01,equine.n.01
4508,equine.n.01,horse.n.01
4509,horse.n.01,pony.n.01
4510,pony.n.01,mustang.n.01
4511,mustang.n.01,bronco.n.01
4512,mammal.n.01,placental.n.01
4513,placental.n.01,ungulate.n.01
4514,ungulate.n.01,even-toed_ungulate.n.01
4515,even-toed_ungulate.n.01,ruminant.n.01
4516,ruminant.n.01,deer.n.01
4517,deer.n.01,pere_david's_deer.n.01
4518,mammal.n.01,placental.n.01
4519,placental.n.01,tree_shrew.n.01
4520,tree_shrew.n.01,pentail.n.01
4521,mammal.n.01,placental.n.01
4522,placental.n.01,aquatic_mammal.n.01
4523,aquatic_mammal.n.01,cetacean.n.01
4524,cetacean.n.01,whale.n.02
4525,whale.n.02,toothed_whale.n.01
4526,toothed_whale.n.01,beaked_whale.n.01
4527,beaked_whale.n.01,bottle-nosed_whale.n.01
4528,mammal.n.01,fossorial_mammal.n.01
4529,fossorial_mammal.n.01,naked_mole_rat.n.01
4530,mammal.n.01,placental.n.01
4531,placental.n.01,carnivore.n.01
4532,carnivore.n.01,feline.n.01
4533,feline.n.01,big_cat.n.01
4534,big_cat.n.01,lion.n.01
4535,lion.n.01,lion_cub.n.01
4536,mammal.n.01,placental.n.01
4537,placental.n.01,pachyderm.n.01
4538,pachyderm.n.01,elephant.n.01
4539,elephant.n.01,indian_elephant.n.01
4540,indian_elephant.n.01,white_elephant.n.02
4541,mammal.n.01,placental.n.01
4542,placental.n.01,proboscidean.n.01
4543,proboscidean.n.01,elephant.n.01
4544,elephant.n.01,indian_elephant.n.01
4545,indian_elephant.n.01,white_elephant.n.02
4546,mammal.n.01,placental.n.01
4547,placental.n.01,ungulate.n.01
4548,ungulate.n.01,even-toed_ungulate.n.01
4549,even-toed_ungulate.n.01,ruminant.n.01
4550,ruminant.n.01,bovid.n.01
4551,bovid.n.01,bovine.n.01
4552,bovine.n.01,cattle.n.01
4553,cattle.n.01,cow.n.01
4554,cow.n.01,springer.n.02
4555,mammal.n.01,placental.n.01
4556,placental.n.01,rodent.n.01
4557,rodent.n.01,squirrel.n.01
4558,squirrel.n.01,tree_squirrel.n.01
4559,tree_squirrel.n.01,red_squirrel.n.02
4560,mammal.n.01,placental.n.01
4561,placental.n.01,bat.n.01
4562,bat.n.01,carnivorous_bat.n.01
4563,carnivorous_bat.n.01,mouse-eared_bat.n.01
4564,mammal.n.01,placental.n.01
4565,placental.n.01,ungulate.n.01
4566,ungulate.n.01,even-toed_ungulate.n.01
4567,even-toed_ungulate.n.01,ruminant.n.01
4568,ruminant.n.01,deer.n.01
4569,deer.n.01,wapiti.n.01
4570,mammal.n.01,placental.n.01
4571,placental.n.01,primate.n.02
4572,primate.n.02,monkey.n.01
4573,monkey.n.01,new_world_monkey.n.01
4574,new_world_monkey.n.01,douroucouli.n.01
4575,mammal.n.01,placental.n.01
4576,placental.n.01,ungulate.n.01
4577,ungulate.n.01,odd-toed_ungulate.n.01
4578,odd-toed_ungulate.n.01,equine.n.01
4579,equine.n.01,horse.n.01
4580,horse.n.01,saddle_horse.n.01
4581,saddle_horse.n.01,quarter_horse.n.01
4582,mammal.n.01,placental.n.01
4583,placental.n.01,primate.n.02
4584,primate.n.02,ape.n.01
4585,ape.n.01,anthropoid_ape.n.01
4586,mammal.n.01,placental.n.01
4587,placental.n.01,carnivore.n.01
4588,carnivore.n.01,canine.n.02
4589,canine.n.02,dog.n.01
4590,dog.n.01,working_dog.n.01
4591,working_dog.n.01,shepherd_dog.n.01
4592,shepherd_dog.n.01,rottweiler.n.01
