id,A,B
3816,queen.n.09,mammal.n.01
3817,rorqual.n.01,baleen_whale.n.01
3818,cashmere_goat.n.01,goat.n.01
3819,hind.n.02,placental.n.01
3820,billy.n.02,goat.n.01
3821,horse.n.01,equine.n.01
3822,affenpinscher.n.01,carnivore.n.01
3823,american_badger.n.01,badger.n.02
3824,carthorse.n.01,horse.n.01
3825,mountain_goat.n.01,ruminant.n.01
3826,packrat.n.02,placental.n.01
3827,protohippus.n.01,horse.n.01
3828,silky_terrier.n.01,terrier.n.01
3829,nyala.n.02,placental.n.01
3830,billy.n.02,ruminant.n.01
3831,western_lowland_gorilla.n.01,ape.n.01
3832,barbary_ape.n.01,placental.n.01
3833,hind.n.02,ruminant.n.01
3834,gayal.n.01,mammal.n.01
3835,antelope_squirrel.n.01,squirrel.n.01
3836,smooth-haired_fox_terrier.n.01,dog.n.01
3837,english_foxhound.n.01,hound.n.01
3838,serow.n.01,ungulate.n.01
3839,crab-eating_macaque.n.01,macaque.n.01
3840,jungle_cat.n.01,feline.n.01
3841,heifer.n.01,cow.n.01
3842,polo_pony.n.01,equine.n.01
3843,wild_ass.n.01,ass.n.03
3844,harnessed_antelope.n.01,mammal.n.01
3845,bearded_seal.n.01,placental.n.01
3846,clumber.n.01,sporting_dog.n.01
3847,australopithecus_robustus.n.01,mammal.n.01
3848,cob.n.02,horse.n.01
3849,rabbit_ears.n.02,mammal.n.01
3850,suslik.n.01,squirrel.n.01
3851,common_zebra.n.01,mammal.n.01
3852,gallant_fox.n.01,thoroughbred.n.02
3853,grey_fox.n.01,canine.n.02
3854,cotswold.n.01,sheep.n.01
3855,fawn.n.02,ungulate.n.01
3856,horse.n.01,ungulate.n.01
3857,ayrshire.n.01,ruminant.n.01
3858,flying_fox.n.01,mammal.n.01
3859,striped_hyena.n.01,placental.n.01
3860,ayrshire.n.01,ungulate.n.01
3861,keeshond.n.01,carnivore.n.01
3862,lesser_kudu.n.01,placental.n.01
3863,hog_badger.n.01,placental.n.01
3864,newfoundland.n.01,dog.n.01
3865,malamute.n.01,working_dog.n.01
3866,quarter_horse.n.01,horse.n.01
3867,bassarisk.n.01,procyonid.n.01
3868,golden_retriever.n.01,mammal.n.01
3869,ewe.n.03,sheep.n.01
3870,american_foxhound.n.01,foxhound.n.01
3871,coypu.n.01,rodent.n.01
3872,blue_whale.n.01,mammal.n.01
3873,manx.n.02,placental.n.01
3874,charolais.n.01,cattle.n.01
3875,echidna.n.02,prototherian.n.01
3876,eurasian_hamster.n.01,rodent.n.01
3877,eastern_dasyure.n.01,marsupial.n.01
3878,protohippus.n.01,mammal.n.01
3879,woolly_mammoth.n.01,elephant.n.01
3880,meerkat.n.01,viverrine.n.01
3881,collared_pika.n.01,mammal.n.01
3882,lerot.n.01,placental.n.01
3883,australopithecus_afarensis.n.01,primate.n.02
3884,american_saddle_horse.n.01,placental.n.01
3885,abyssinian.n.01,feline.n.01
3886,male_horse.n.01,ungulate.n.01
3887,gerenuk.n.01,even-toed_ungulate.n.01
3888,water_vole.n.02,placental.n.01
3889,griffon.n.03,mammal.n.01
3890,homo_sapiens.n.01,placental.n.01
3891,prairie_vole.n.01,wood_rat.n.01
3892,green_monkey.n.01,mammal.n.01
3893,common_shrew.n.01,mammal.n.01
3894,friesian.n.01,bovine.n.01
3895,european_lemming.n.01,placental.n.01
3896,atlantic_bottlenose_dolphin.n.01,aquatic_mammal.n.01
3897,pteropus_hypomelanus.n.01,fruit_bat.n.01
3898,standard_poodle.n.01,canine.n.02
3899,nanny.n.02,mammal.n.01
3900,american_staffordshire_terrier.n.01,canine.n.02
3901,bernese_mountain_dog.n.01,sennenhunde.n.01
3902,swine.n.01,ungulate.n.01
3903,striped_skunk.n.01,placental.n.01
3904,water_dog.n.02,placental.n.01
3905,mediterranean_water_shrew.n.01,placental.n.01
3906,old_english_sheepdog.n.01,placental.n.01
3907,yellow-throated_marten.n.01,carnivore.n.01
3908,pika.n.01,lagomorph.n.01
3909,jaguarundi.n.01,feline.n.01
3910,polecat.n.02,carnivore.n.01
3911,ferret.n.02,placental.n.01
3912,ord_kangaroo_rat.n.01,kangaroo_rat.n.01
3913,sheep.n.01,ungulate.n.01
3914,crab-eating_dog.n.01,carnivore.n.01
3915,lemur.n.01,primate.n.02
3916,wolf.n.01,carnivore.n.01
3917,orange_bat.n.01,mammal.n.01
3918,pointer.n.04,sporting_dog.n.01
3919,springer_spaniel.n.01,placental.n.01
3920,hoary_marmot.n.01,placental.n.01
3921,stag.n.02,buck.n.05
3922,ibizan_hound.n.01,placental.n.01
3923,tabby.n.02,cat.n.01
3924,dhole.n.01,carnivore.n.01
3925,roebuck.n.01,mammal.n.01
3926,marco_polo_sheep.n.01,mammal.n.01
3927,american_shrew_mole.n.01,mole.n.06
3928,norwich_terrier.n.01,carnivore.n.01
3929,bearded_seal.n.01,pinniped_mammal.n.01
3930,asiatic_black_bear.n.01,carnivore.n.01
3931,opossum_rat.n.01,marsupial.n.01
3932,cryptoprocta.n.01,placental.n.01
3933,brewer's_mole.n.01,insectivore.n.01
3934,lion_cub.n.01,placental.n.01
3935,durham.n.02,ungulate.n.01
3936,saiga.n.01,bovid.n.01
3937,australopithecus_africanus.n.01,hominid.n.01
3938,lippizan.n.01,horse.n.01
3939,new_world_porcupine.n.01,rodent.n.01
3940,chamois.n.02,ungulate.n.01
3941,spotted_lynx.n.01,carnivore.n.01
3942,clydesdale_terrier.n.01,terrier.n.01
3943,siamese_cat.n.01,carnivore.n.01
3944,american_black_bear.n.01,placental.n.01
3945,pipistrelle.n.01,placental.n.01
3946,irish_terrier.n.01,mammal.n.01
3947,wood_rat.n.01,rodent.n.01
3948,affenpinscher.n.01,placental.n.01
3949,boxer.n.04,mammal.n.01
3950,woolly_indris.n.01,primate.n.02
3951,rorqual.n.01,mammal.n.01
3952,nonstarter.n.02,odd-toed_ungulate.n.01
3953,kitty.n.04,carnivore.n.01
3954,horseshoe_bat.n.02,bat.n.01
3955,cattalo.n.01,mammal.n.01
3956,ocelot.n.01,cat.n.01
3957,river_otter.n.01,musteline_mammal.n.01
3958,standard_schnauzer.n.01,placental.n.01
3959,brown_swiss.n.01,ruminant.n.01
3960,rambouillet.n.01,even-toed_ungulate.n.01
3961,asiatic_black_bear.n.01,bear.n.01
3962,ayrshire.n.01,cattle.n.01
3963,gerenuk.n.01,placental.n.01
3964,big-eared_bat.n.01,carnivorous_bat.n.01
3965,gaur.n.01,placental.n.01
3966,water_rat.n.03,rodent.n.01
3967,canada_lynx.n.01,lynx.n.02
3968,hog-nosed_skunk.n.01,placental.n.01
3969,banteng.n.01,mammal.n.01
3970,mare.n.01,odd-toed_ungulate.n.01
3971,borzoi.n.01,dog.n.01
3972,africander.n.01,mammal.n.01
3973,fur_seal.n.02,pinniped_mammal.n.01
3974,yak.n.02,even-toed_ungulate.n.01
3975,saber-toothed_tiger.n.01,carnivore.n.01
3976,santa_gertrudis.n.01,cattle.n.01
3977,jackal.n.01,mammal.n.01
3978,nonstarter.n.02,racehorse.n.01
3979,field_mouse.n.02,mouse.n.01
3980,fisher.n.02,musteline_mammal.n.01
3981,brush-tailed_phalanger.n.01,phalanger.n.01
3982,leafnose_bat.n.01,mammal.n.01
3983,dun.n.01,saddle_horse.n.01
3984,guano_bat.n.01,placental.n.01
3985,war_admiral.n.01,thoroughbred.n.02
3986,pacific_walrus.n.01,mammal.n.01
3987,australopithecus_afarensis.n.01,australopithecine.n.01
3988,skye_terrier.n.01,hunting_dog.n.01
3989,stablemate.n.01,placental.n.01
3990,tigress.n.01,feline.n.01
3991,white_rhinoceros.n.01,mammal.n.01
3992,tamarau.n.01,bovid.n.01
3993,springbok.n.01,mammal.n.01
3994,nyala.n.02,even-toed_ungulate.n.01
3995,maltese_dog.n.01,carnivore.n.01
3996,napu.n.01,ungulate.n.01
3997,titi.n.03,placental.n.01
3998,war_admiral.n.01,horse.n.01
3999,sinanthropus.n.01,primate.n.02
4000,palfrey.n.01,placental.n.01
4001,dik-dik.n.01,antelope.n.01
4002,bettong.n.01,metatherian.n.01
4003,sennenhunde.n.01,working_dog.n.01
4004,hind.n.02,even-toed_ungulate.n.01
4005,spotted_skunk.n.01,skunk.n.04
4006,water_vole.n.02,wood_rat.n.01
4007,flat-coated_retriever.n.01,retriever.n.01
4008,giraffe.n.01,even-toed_ungulate.n.01
4009,miniature_pinscher.n.01,canine.n.02
4010,nyala.n.02,bovid.n.01
4011,scotch_terrier.n.01,terrier.n.01
4012,toy_poodle.n.01,canine.n.02
4013,trotting_horse.n.01,horse.n.01
4014,hare_wallaby.n.01,marsupial.n.01
4015,hazel_mouse.n.01,placental.n.01
4016,capuchin.n.02,placental.n.01
4017,black_rhinoceros.n.01,mammal.n.01
4018,guanaco.n.01,mammal.n.01
4019,merino.n.01,sheep.n.01
4020,nyala.n.02,ruminant.n.01
4021,charolais.n.01,ruminant.n.01
4022,rambouillet.n.01,placental.n.01
4023,bird_dog.n.01,sporting_dog.n.01
4024,clydesdale.n.01,odd-toed_ungulate.n.01
4025,arctic_ground_squirrel.n.01,mammal.n.01
4026,cro-magnon.n.01,hominid.n.01
4027,howler_monkey.n.01,primate.n.02
4028,dryopithecine.n.01,placental.n.01
4029,american_mink.n.01,mink.n.03
4030,musk_deer.n.01,ruminant.n.01
4031,phenacomys.n.01,placental.n.01
4032,lioness.n.01,big_cat.n.01
4033,citation.n.06,thoroughbred.n.02
4034,pygmy_chimpanzee.n.01,chimpanzee.n.01
4035,fox_terrier.n.01,dog.n.01
4036,welsh_terrier.n.01,wirehair.n.01
4037,foxhound.n.01,canine.n.02
4038,grey_whale.n.01,cetacean.n.01
4039,basset.n.01,hound.n.01
4040,cayuse.n.01,odd-toed_ungulate.n.01
4041,hyena.n.01,canine.n.02
4042,tree_squirrel.n.01,squirrel.n.01
4043,springer_spaniel.n.01,mammal.n.01
4044,hoary_marmot.n.01,mammal.n.01
4045,tatouay.n.01,mammal.n.01
4046,common_eland.n.01,even-toed_ungulate.n.01
4047,feline.n.01,carnivore.n.01
4048,irish_terrier.n.01,dog.n.01
4049,peking_man.n.01,hominid.n.01
4050,skunk.n.04,placental.n.01
4051,western_pipistrel.n.01,carnivorous_bat.n.01
4052,steller_sea_lion.n.01,aquatic_mammal.n.01
4053,cob.n.02,harness_horse.n.01
4054,kiang.n.01,mammal.n.01
4055,remount.n.01,placental.n.01
4056,mustang.n.01,placental.n.01
4057,wirehair.n.01,carnivore.n.01
4058,otter_shrew.n.01,insectivore.n.01
4059,dinoceras.n.01,dinocerate.n.01
4060,lionet.n.01,mammal.n.01
4061,american_black_bear.n.01,mammal.n.01
4062,irish_setter.n.01,hunting_dog.n.01
4063,northern_flying_squirrel.n.01,rodent.n.01
4064,muntjac.n.01,ungulate.n.01
4065,wapiti.n.01,mammal.n.01
4066,panther.n.02,leopard.n.02
4067,chevrotain.n.01,ruminant.n.01
4068,whippet.n.01,hunting_dog.n.01
4069,african_elephant.n.01,pachyderm.n.01
4070,echidna.n.01,prototherian.n.01
4071,przewalski's_horse.n.01,equine.n.01
4072,boston_bull.n.01,carnivore.n.01
4073,ibex.n.01,mammal.n.01
4074,longhorn.n.01,cattle.n.01
4075,crabeater_seal.n.01,pinniped_mammal.n.01
4076,royal.n.02,buck.n.05
4077,lucy.n.01,australopithecine.n.01
4078,skye_terrier.n.01,canine.n.02
4079,warthog.n.01,ungulate.n.01
4080,bongo.n.02,bovid.n.01
4081,pacific_bottlenose_dolphin.n.01,whale.n.02
4082,tamandua.n.01,anteater.n.02
4083,red_squirrel.n.02,mammal.n.01
4084,cavalry_horse.n.01,horse.n.01
4085,pinscher.n.01,watchdog.n.02
4086,northern_flying_squirrel.n.01,american_flying_squirrel.n.01
4087,lucy.n.01,placental.n.01
4088,saint_bernard.n.01,canine.n.02
4089,bottlenose_dolphin.n.01,toothed_whale.n.01
4090,gee-gee.n.01,ungulate.n.01
4091,guinea_pig.n.02,rodent.n.01
4092,saiga.n.01,ruminant.n.01
4093,stallion.n.01,equine.n.01
4094,lagomorph.n.01,mammal.n.01
4095,wether.n.01,ungulate.n.01
4096,brood_bitch.n.01,placental.n.01
4097,tennessee_walker.n.01,horse.n.01
4098,moke.n.01,odd-toed_ungulate.n.01
4099,hearing_dog.n.01,dog.n.01
4100,alaskan_brown_bear.n.01,mammal.n.01
4101,grey.n.07,equine.n.01
4102,fox.n.01,canine.n.02
4103,draft_horse.n.01,equine.n.01
4104,przewalski's_horse.n.01,ungulate.n.01
4105,tiger.n.02,mammal.n.01
4106,saber-toothed_tiger.n.01,placental.n.01
4107,common_dolphin.n.01,toothed_whale.n.01
4108,american_staffordshire_terrier.n.01,hunting_dog.n.01
4109,affirmed.n.01,odd-toed_ungulate.n.01
4110,indri.n.01,placental.n.01
4111,ground_sloth.n.01,placental.n.01
4112,saluki.n.01,mammal.n.01
4113,jird.n.01,rodent.n.01
4114,lesser_rorqual.n.01,placental.n.01
4115,sinanthropus.n.01,mammal.n.01
4116,ayrshire.n.01,bovine.n.01
4117,jack.n.12,mammal.n.01
4118,dall_sheep.n.01,even-toed_ungulate.n.01
4119,gazella_subgutturosa.n.01,ruminant.n.01
4120,shire.n.02,mammal.n.01
4121,welsh_pony.n.01,horse.n.01
4122,cuscus.n.01,mammal.n.01
4123,bettong.n.01,marsupial.n.01
4124,sloth.n.02,mammal.n.01
4125,bottlenose_dolphin.n.01,aquatic_mammal.n.01
4126,pomeranian.n.01,carnivore.n.01
4127,dall_sheep.n.01,placental.n.01
4128,howler_monkey.n.01,monkey.n.01
4129,welsh_terrier.n.01,canine.n.02
4130,chacma.n.01,old_world_monkey.n.01
4131,digitigrade_mammal.n.01,placental.n.01
4132,common_eland.n.01,eland.n.01
4133,tom.n.02,feline.n.01
4134,guide_dog.n.01,dog.n.01
4135,striped_skunk.n.01,skunk.n.04
4136,langur.n.01,placental.n.01
4137,white_wolf.n.01,canine.n.02
4138,sausage_dog.n.01,dachshund.n.01
4139,leafnose_bat.n.01,carnivorous_bat.n.01
4140,homo_habilis.n.01,homo.n.02
4141,bear_cub.n.01,bear.n.01
4142,crabeater_seal.n.01,placental.n.01
4143,dormouse.n.01,placental.n.01
4144,banteng.n.01,ox.n.02
4145,mule_deer.n.01,deer.n.01
4146,west_highland_white_terrier.n.01,hunting_dog.n.01
4147,grampus.n.02,dolphin.n.02
4148,talapoin.n.01,placental.n.01
4149,galloway.n.02,beef.n.01
4150,whirlaway.n.01,mammal.n.01
4151,bronco.n.01,ungulate.n.01
4152,unguiculata.n.01,mammal.n.01
4153,aardwolf.n.01,hyena.n.01
4154,exmoor.n.01,ruminant.n.01
4155,belgian_sheepdog.n.01,shepherd_dog.n.01
4156,border_terrier.n.01,placental.n.01
4157,mule.n.01,ungulate.n.01
4158,dinoceras.n.01,ungulate.n.01
4159,pentail.n.01,tree_shrew.n.01
4160,cur.n.01,canine.n.02
4161,hognose_bat.n.01,leafnose_bat.n.01
4162,timber_wolf.n.01,carnivore.n.01
4163,gomphothere.n.01,elephant.n.01
4164,quarter_horse.n.01,equine.n.01
4165,porcupine.n.01,rodent.n.01
4166,gib.n.02,domestic_cat.n.01
4167,serotine.n.01,mammal.n.01
4168,lesser_kudu.n.01,ungulate.n.01
4169,bovid.n.01,even-toed_ungulate.n.01
4170,english_setter.n.01,dog.n.01
4171,desmodus_rotundus.n.01,mammal.n.01
4172,sivapithecus.n.01,mammal.n.01
4173,wire-haired_fox_terrier.n.01,terrier.n.01
4174,murine.n.01,mammal.n.01
4175,wheel_horse.n.01,equine.n.01
4176,african_hunting_dog.n.01,mammal.n.01
4177,dun.n.01,ungulate.n.01
4178,mangabey.n.01,old_world_monkey.n.01
4179,baleen_whale.n.01,cetacean.n.01
4180,mediterranean_water_shrew.n.01,insectivore.n.01
4181,groenendael.n.01,mammal.n.01
4182,jack.n.12,placental.n.01
4183,marmoset.n.01,placental.n.01
4184,pithecanthropus.n.01,mammal.n.01
4185,white_whale.n.01,dolphin.n.02
4186,new_world_mouse.n.01,rodent.n.01
4187,fur_seal.n.01,seal.n.09
4188,staghound.n.01,dog.n.01
4189,kudu.n.01,ruminant.n.01
4190,springbok.n.01,bovid.n.01
4191,snowshoe_hare.n.01,lagomorph.n.01
4192,mastodon.n.01,mammal.n.01
4193,meadow_jumping_mouse.n.01,rodent.n.01
4194,german_short-haired_pointer.n.01,pointer.n.04
4195,broodmare.n.01,horse.n.01
4196,fanaloka.n.01,carnivore.n.01
4197,howler_monkey.n.01,new_world_monkey.n.01
4198,onager.n.02,wild_ass.n.01
4199,mastiff_bat.n.01,mammal.n.01
4200,bullock.n.01,even-toed_ungulate.n.01
4201,eurasian_otter.n.01,mammal.n.01
4202,grade.n.09,placental.n.01
4203,langur.n.01,primate.n.02
4204,giant_armadillo.n.01,placental.n.01
4205,palfrey.n.01,equine.n.01
4206,maltese.n.03,carnivore.n.01
4207,livestock.n.01,placental.n.01
4208,water_shrew.n.01,insectivore.n.01
4209,mylodontid.n.01,placental.n.01
4210,onager.n.02,equine.n.01
4211,longhorn.n.01,beef.n.01
4212,silverback.n.01,primate.n.02
4213,red_squirrel.n.02,squirrel.n.01
4214,plantigrade_mammal.n.01,mammal.n.01
4215,lincoln.n.03,mammal.n.01
4216,devon.n.02,ungulate.n.01
4217,pole_horse.n.02,equine.n.01
4218,horseshoe_bat.n.02,carnivorous_bat.n.01
4219,blue_fox.n.01,placental.n.01
4220,rhesus.n.01,mammal.n.01
4221,eurasian_otter.n.01,carnivore.n.01
4222,dusky-footed_wood_rat.n.01,rodent.n.01
4223,ermine.n.02,mammal.n.01
4224,silky_terrier.n.01,hunting_dog.n.01
4225,mapinguari.n.01,placental.n.01
4226,stone_marten.n.01,marten.n.01
4227,prosimian.n.01,placental.n.01
4228,tamarisk_gerbil.n.01,gerbil.n.01
4229,tortoiseshell.n.03,domestic_cat.n.01
4230,sporting_dog.n.01,dog.n.01
4231,harbor_seal.n.01,seal.n.09
4232,canada_lynx.n.01,mammal.n.01
4233,jackrabbit.n.01,placental.n.01
4234,wisent.n.01,bovid.n.01
4235,markhor.n.01,placental.n.01
4236,clumber.n.01,spaniel.n.01
4237,schipperke.n.01,watchdog.n.02
4238,appaloosa.n.01,saddle_horse.n.01
4239,elephant_seal.n.01,aquatic_mammal.n.01
4240,durham.n.02,placental.n.01
4241,angora.n.03,mammal.n.01
4242,coach_horse.n.01,workhorse.n.02
4243,chamois.n.02,placental.n.01
4244,sand_rat.n.01,rodent.n.01
4245,guernsey.n.02,ruminant.n.01
4246,hearing_dog.n.01,mammal.n.01
4247,alley_cat.n.01,mammal.n.01
4248,springbok.n.01,even-toed_ungulate.n.01
4249,rock_wallaby.n.01,wallaby.n.01
4250,jaguarundi.n.01,mammal.n.01
4251,hooded_seal.n.01,mammal.n.01
4252,ant_bear.n.01,anteater.n.02
4253,belgian_hare.n.01,placental.n.01
4254,ferret_badger.n.01,mammal.n.01
4255,two-year-old_horse.n.01,mammal.n.01
4256,beagle.n.01,hunting_dog.n.01
4257,american_staffordshire_terrier.n.01,dog.n.01
4258,field_spaniel.n.01,canine.n.02
4259,hound.n.01,mammal.n.01
4260,swine.n.01,even-toed_ungulate.n.01
4261,bucking_bronco.n.01,mammal.n.01
4262,poodle.n.01,carnivore.n.01
4263,cape_buffalo.n.01,ruminant.n.01
4264,welsh_pony.n.01,odd-toed_ungulate.n.01
4265,malinois.n.01,dog.n.01
4266,narwhal.n.01,placental.n.01
4267,miniature_schnauzer.n.01,hunting_dog.n.01
4268,kanchil.n.01,ruminant.n.01
4269,ewe.n.03,ungulate.n.01
4270,kaffir_cat.n.01,placental.n.01
4271,pug.n.01,mammal.n.01
4272,pomeranian.n.01,canine.n.02
4273,sporting_dog.n.01,hunting_dog.n.01
4274,weimaraner.n.01,canine.n.02
4275,keeshond.n.01,placental.n.01
4276,carthorse.n.01,ungulate.n.01
4277,caribou.n.01,placental.n.01
4278,pricket.n.02,ruminant.n.01
4279,musk_kangaroo.n.01,mammal.n.01
4280,hart.n.03,placental.n.01
4281,silky_terrier.n.01,dog.n.01
4282,canada_lynx.n.01,wildcat.n.03
4283,exmoor.n.02,mammal.n.01
4284,anthropoid.n.02,primate.n.02
4285,hoary_marmot.n.01,marmot.n.01
4286,arctic_ground_squirrel.n.01,placental.n.01
4287,morgan.n.06,ungulate.n.01
4288,hack.n.08,ungulate.n.01
4289,mesohippus.n.01,mammal.n.01
4290,pekinese.n.01,canine.n.02
4291,fallow_deer.n.01,even-toed_ungulate.n.01
4292,yellow-throated_marten.n.01,musteline_mammal.n.01
4293,brood_bitch.n.01,carnivore.n.01
4294,aardwolf.n.01,placental.n.01
4295,eared_seal.n.01,pinniped_mammal.n.01
4296,newfoundland.n.01,placental.n.01
4297,pied_lemming.n.01,mammal.n.01
4298,red_bat.n.01,mammal.n.01
4299,european_wildcat.n.01,carnivore.n.01
4300,black-and-tan_coonhound.n.01,canine.n.02
4301,draft_horse.n.01,mammal.n.01
4302,grey_whale.n.01,mammal.n.01
4303,welsh_terrier.n.01,mammal.n.01
4304,common_lynx.n.01,wildcat.n.03
4305,western_pipistrel.n.01,placental.n.01
4306,soft-coated_wheaten_terrier.n.01,hunting_dog.n.01
4307,hare_wallaby.n.01,wallaby.n.01
4308,pygmy_mouse.n.01,wood_mouse.n.01
4309,homo.n.02,hominid.n.01
4310,whale.n.02,aquatic_mammal.n.01
4311,bear.n.01,placental.n.01
4312,vervet.n.01,placental.n.01
4313,fallow_deer.n.01,ruminant.n.01
4314,american_badger.n.01,carnivore.n.01
4315,war_admiral.n.01,racehorse.n.01
4316,zebra.n.01,odd-toed_ungulate.n.01
4317,yak.n.02,bovine.n.01
4318,seattle_slew.n.01,thoroughbred.n.02
4319,urial.n.01,wild_sheep.n.01
4320,dalmatian.n.02,placental.n.01
4321,bengal_tiger.n.01,placental.n.01
4322,cow_pony.n.01,saddle_horse.n.01
4323,langur.n.01,mammal.n.01
4324,aurochs.n.02,placental.n.01
4325,maltese.n.03,placental.n.01
4326,shih-tzu.n.01,dog.n.01
4327,striped_hyena.n.01,hyena.n.01
4328,lerot.n.01,mammal.n.01
4329,toy_poodle.n.01,dog.n.01
4330,longwool.n.01,sheep.n.01
4331,chow.n.03,mammal.n.01
4332,common_opossum.n.01,mammal.n.01
4333,brown_rat.n.01,rat.n.01
4334,panther.n.02,feline.n.01
4335,wapiti.n.01,deer.n.01
4336,common_lynx.n.01,mammal.n.01
4337,cattle.n.01,ungulate.n.01
4338,tamarisk_gerbil.n.01,rodent.n.01
4339,jerboa_rat.n.01,rat.n.01
4340,gemsbok.n.01,antelope.n.01
4341,western_grey_squirrel.n.01,placental.n.01
4342,exmoor.n.02,equine.n.01
4343,grasshopper_mouse.n.01,rodent.n.01
4344,nail-tailed_wallaby.n.01,wallaby.n.01
4345,spouter.n.03,whale.n.02
4346,mountain_zebra.n.01,ungulate.n.01
4347,cayuse.n.01,horse.n.01
4348,jerboa.n.01,mammal.n.01
4349,pacific_bottlenose_dolphin.n.01,bottlenose_dolphin.n.01
4350,saber-toothed_tiger.n.01,mammal.n.01
4351,longtail_weasel.n.01,weasel.n.02
4352,pere_david's_deer.n.01,placental.n.01
4353,goat_antelope.n.01,mammal.n.01
4354,waterbuck.n.01,bovid.n.01
4355,new_world_least_weasel.n.01,carnivore.n.01
4356,buckskin.n.01,odd-toed_ungulate.n.01
4357,banded_palm_civet.n.01,mammal.n.01
4358,palfrey.n.01,odd-toed_ungulate.n.01
4359,unguiculata.n.01,placental.n.01
4360,miniature_poodle.n.01,mammal.n.01
4361,cavalry_horse.n.01,mammal.n.01
4362,vaquita.n.01,porpoise.n.01
4363,bruin.n.01,placental.n.01
4364,water_buffalo.n.01,ungulate.n.01
4365,dinocerate.n.01,placental.n.01
4366,bouvier_des_flandres.n.01,mammal.n.01
4367,leopard.n.02,big_cat.n.01
4368,pollard.n.02,ungulate.n.01
4369,brabancon_griffon.n.01,canine.n.02
4370,bovine.n.01,mammal.n.01
4371,greater_kudu.n.01,ruminant.n.01
4372,cattalo.n.01,cattle.n.01
4373,raccoon.n.02,procyonid.n.01
4374,two-toed_sloth.n.02,mammal.n.01
4375,clumber.n.01,hunting_dog.n.01
4376,little_chief_hare.n.01,mammal.n.01
4377,big_cat.n.01,feline.n.01
4378,hartebeest.n.01,mammal.n.01
4379,jersey.n.05,placental.n.01
4380,antelope_squirrel.n.01,mammal.n.01
4381,pacific_bottlenose_dolphin.n.01,placental.n.01
4382,digitigrade_mammal.n.01,mammal.n.01
4383,virginia_deer.n.01,deer.n.01
4384,bull_mastiff.n.01,placental.n.01
4385,squirrel_monkey.n.01,placental.n.01
4386,cashmere_goat.n.01,mammal.n.01
4387,sow.n.01,placental.n.01
4388,forest_goat.n.01,ungulate.n.01
4389,echidna.n.01,mammal.n.01
4390,oryx.n.01,bovid.n.01
4391,mountain_gorilla.n.01,placental.n.01
4392,australian_sea_lion.n.01,mammal.n.01
4393,blue_point_siamese.n.01,cat.n.01
4394,coyote.n.01,wolf.n.01
4395,hazel_mouse.n.01,rodent.n.01
4396,pole_horse.n.01,ungulate.n.01
4397,little_brown_bat.n.01,mammal.n.01
4398,three-year-old_horse.n.01,ungulate.n.01
4399,japanese_spaniel.n.01,toy_dog.n.01
4400,cotton_mouse.n.01,mouse.n.01
4401,giant_kangaroo.n.01,kangaroo.n.01
4402,australian_terrier.n.01,mammal.n.01
4403,roe_deer.n.01,ruminant.n.01
4404,chesapeake_bay_retriever.n.01,carnivore.n.01
4405,dachshund.n.01,placental.n.01
4406,dhole.n.01,placental.n.01
4407,black_squirrel.n.01,mammal.n.01
4408,wood_rat.n.01,placental.n.01
4409,american_red_squirrel.n.01,rodent.n.01
4410,arctic_fox.n.01,carnivore.n.01
4411,common_wallaby.n.01,metatherian.n.01
4412,pinto.n.01,horse.n.01
4413,norwich_terrier.n.01,placental.n.01
4414,toy_manchester.n.01,dog.n.01
4415,jerboa.n.01,placental.n.01
4416,water_spaniel.n.01,mammal.n.01
4417,canada_porcupine.n.01,rodent.n.01
4418,lion.n.01,feline.n.01
4419,canine.n.02,mammal.n.01
4420,abyssinian.n.01,cat.n.01
4421,malinois.n.01,canine.n.02
4422,uakari.n.01,monkey.n.01
4423,tiger.n.02,big_cat.n.01
4424,pere_david's_deer.n.01,even-toed_ungulate.n.01
4425,coydog.n.01,mammal.n.01
4426,cow.n.01,placental.n.01
4427,pied_lemming.n.01,lemming.n.01
4428,sand_rat.n.01,placental.n.01
4429,greater_pichiciego.n.01,edentate.n.01
4430,fur_seal.n.02,mammal.n.01
4431,dwarf_sperm_whale.n.01,mammal.n.01
